event_id,application_id,from_stage,to_stage,event_date,event_type,rejection_reason,interviewer_id,notes
EVT-11833,APP-03417,Recruiter Screen,Hiring Manager Screen,2025-06-14,rejected,Communication skills,,
EVT-11834,APP-03418,Applied,Applied,2024-03-12,advanced,,,
EVT-11835,APP-03418,Applied,Resume Screen,2024-03-15,rejected,,,
EVT-11836,APP-03419,Applied,Applied,2024-02-21,advanced,,,
EVT-11837,APP-03419,Applied,Resume Screen,2024-02-26,rejected,Salary expectation out of range,,
EVT-11838,APP-03420,Applied,Applied,2025-02-21,advanced,,,
EVT-11839,APP-03420,Applied,Resume Screen,2025-02-26,advanced,,,
EVT-11840,APP-03420,Resume Review,Phone Interview,2025-02-28,advanced,,INT-010,
EVT-11841,APP-03420,Recruiter Screen,Hiring Manager Screen,2025-03-05,advanced,,INT-016,
EVT-11842,APP-03420,Hiring Manager Screen,Technical Assessment,2025-03-15,advanced,,,
EVT-11843,APP-03420,Technical Assessment,Final Panel Interview,2025-03-18,advanced,,INT-011,
EVT-11844,APP-03420,final_panel_interview,Offer,2025-03-26,withdrawn,Role no longer of interest,,
EVT-11845,APP-03421,Applied,Applied,2025-02-07,advanced,,,
EVT-11846,APP-03421,Applied,Resume Screen,2025-02-10,advanced,,,
EVT-11847,APP-03421,Resume Screen,Recruiter Screen,2025-02-13,advanced,,INT-009,
EVT-11848,APP-03421,Recruiter Screen,Hiring Manager Screen,2025-02-17,advanced,,INT-032,
EVT-11849,APP-03421,Hiring Manager Screen,Technical Assessment,21/02/2025,advanced,,,
EVT-11850,APP-03421,Technical Assessment,Final Panel Interview,2025-02-26,rejected,Technical skills below bar,,
EVT-11851,APP-03422,Applied,Applied,2025-05-17,advanced,,,
EVT-11852,APP-03422,Applied,Resume Review,2025-05-20,rejected,Role filled internally,,
EVT-11853,APP-03423,Applied,Applied,2025-06-07,advanced,,,
EVT-11854,APP-03423,Applied,Resume Screen,2025-06-11,advanced,,,
EVT-11855,APP-03423,Resume Screen,Recruiter Screen,2025-06-17,advanced,,INT-039,
EVT-11856,APP-03423,Recruiter Screen,Hiring Manager Screen,2025-06-21,advanced,,INT-016,
EVT-11857,APP-03424,Applied,Applied,2025-06-15,advanced,,,
EVT-11858,APP-03424,Applied,Resume Screen,2025-06-19,rejected,Role filled internally,,
EVT-11859,APP-03425,Applied,Applied,2025-02-21,advanced,,,
EVT-11860,APP-03425,Applied,CV Review,2025-02-23,rejected,Not enough experience,,
EVT-11861,APP-03426,Applied,Applied,2025-06-11,advanced,,,
EVT-11862,APP-03426,Applied,Resume Screen,2025-06-14,rejected,,,
EVT-11863,APP-03427,Applied,Applied,2025-06-11,advanced,,,
EVT-11864,APP-03427,Applied,Resume Screen,2025-06-14,advanced,,,
EVT-11865,APP-03427,Resume Screen,Recruiter Screen,2025-06-20,rejected,Availability too late,,
EVT-11866,APP-03428,Applied,Applied,2025-01-03,advanced,,,
EVT-11867,APP-03428,Applied,Resume Screen,2025-01-08,advanced,,,
EVT-11868,APP-03428,Resume Screen,Recruiter Screen,2025-01-11,rejected,Salary expectation out of range,,
EVT-11869,APP-03429,Applied,Applied,2025-01-03,advanced,,,
EVT-11870,APP-03429,Applied,Resume Screen,2025-01-06,rejected,Skills mismatch,,
EVT-11871,APP-03430,Applied,Applied,2024-07-18,advanced,,,
EVT-11872,APP-03430,Applied,Resume Screen,2024-07-21,rejected,,,
EVT-11873,APP-03431,Applied,Applied,2025-06-28,advanced,,,
EVT-11874,APP-03431,Applied,Resume Screen,2025-07-01,rejected,Location / visa mismatch,,
EVT-11875,APP-03432,Applied,Applied,2025-06-19,advanced,,,
EVT-11876,APP-03432,Applied,Resume Screen,2025-06-21,rejected,Location / visa mismatch,,
EVT-11877,APP-03433,Applied,Applied,2024-04-10,advanced,,,
EVT-11878,APP-03433,Applied,Resume Screen,2024-04-15,advanced,,,
EVT-11879,APP-03433,resume_screen,Phone Screen,2024-04-18,rejected,,,
EVT-11880,APP-03434,Applied,Applied,2024-12-12,advanced,,,
EVT-11881,APP-03434,Applied,Resume Screen,2024-12-17,rejected,,,
EVT-11882,APP-03435,Applied,Applied,2024-08-21,advanced,,,
EVT-11883,APP-03435,Applied,Resume Screen,2024-08-25,rejected,Not enough experience,,
EVT-11884,APP-03436,Applied,Applied,2025-06-25,advanced,,,
EVT-11885,APP-03436,Applied,Resume Screen,2025-06-30,rejected,Skills mismatch,,
EVT-11886,APP-03437,Applied,Applied,2025-06-21,advanced,,,
EVT-11887,APP-03437,Applied,Resume Screen,2025-06-23,advanced,,,
EVT-11888,APP-03437,CV Review,Phone Screen,24/06/2025,advanced,,INT-010,
EVT-11889,APP-03437,Recruiter Screen,Hiring Manager Screen,2025-06-27,rejected,Technical skills below bar,,
EVT-11890,APP-03438,Applied,Applied,2025-05-22,advanced,,,
EVT-11891,APP-03438,Applied,resume_screen,2025-05-25,rejected,,,
EVT-11892,APP-03439,Applied,Applied,2025-07-01,advanced,,,
EVT-11893,APP-03439,Applied,Resume Screen,2025-06-30,advanced,,,
EVT-11894,APP-03439,Resume Screen,Recruiter Screen,2025-07-01,advanced,,INT-031,
EVT-11895,APP-03439,Recruiter Screen,Hiring Manager Screen,2025-06-28,advanced,,INT-013,
EVT-11896,APP-03440,Applied,Applied,2025-06-21,advanced,,,
EVT-11897,APP-03440,Applied,Resume Screen,2025-06-25,advanced,,,
EVT-11898,APP-03440,Resume Screen,Recruiter Screen,2025-06-29,rejected,Salary expectation out of range,,
EVT-11899,APP-03441,Applied,Applied,2025-06-05,advanced,,,
EVT-11900,APP-03441,Applied,Resume Screen,2025-06-07,rejected,Salary expectation out of range,,
EVT-11901,APP-03442,Applied,Applied,2025-02-20,advanced,,,
EVT-11902,APP-03442,Applied,Resume Screen,2025-02-22,rejected,Not enough experience,,
EVT-11903,APP-03443,Applied,Applied,2025-01-21,advanced,,,
EVT-11904,APP-03443,Applied,Resume Screen,01/26/2025,advanced,,,
EVT-11905,APP-03443,Resume Screen,Recruiter Screen,2025-01-28,rejected,,,
EVT-11906,APP-03444,Applied,Applied,2024-03-01,advanced,,,
EVT-11907,APP-03444,Applied,Resume Screen,2024-03-05,advanced,,,
EVT-11908,APP-03444,Resume Screen,Recruiter Screen,03/10/2024,rejected,Availability too late,,
EVT-11909,APP-03445,Applied,Applied,2025-06-29,advanced,,,
EVT-11910,APP-03445,Applied,Resume Screen,2025-07-01,advanced,,,
EVT-11911,APP-03445,Resume Screen,Recruiter Screen,2025-06-28,rejected,Availability too late,,
EVT-11912,APP-03446,Applied,Applied,2025-07-01,advanced,,,
EVT-11913,APP-03446,Applied,Resume Screen,2025-06-28,advanced,,,
EVT-11914,APP-03446,Resume Screen,Recruiter Screen,2025-07-01,advanced,,INT-016,
EVT-11915,APP-03446,Recruiter Screen,Hiring Manager Screen,01/07/2025,advanced,,INT-034,
EVT-11916,APP-03446,Hiring Manager Screen,Technical Assessment,2025-07-01,advanced,,,
EVT-11917,APP-03446,Technical Assessment,Final Panel Interview,2025-06-28,rejected,Preferred another candidate,,
EVT-11918,APP-03447,Applied,Applied,2025-06-30,advanced,,,
EVT-11919,APP-03447,Applied,Resume Screen,2025-06-29,rejected,,,
EVT-11920,APP-03448,Applied,Applied,2025-06-20,advanced,,,
EVT-11921,APP-03448,Applied,CV Review,2025-06-23,rejected,,,
EVT-11922,APP-03449,Applied,Applied,20/06/2025,advanced,,,
EVT-11923,APP-03449,Applied,Resume Screen,2025-06-23,rejected,,,
EVT-11924,APP-03450,Applied,Applied,2025-01-25,advanced,,,
EVT-11925,APP-03450,Applied,Resume Screen,2025-01-27,rejected,Not enough experience,,
EVT-11926,APP-03451,Applied,Applied,2025-05-28,advanced,,,
EVT-11927,APP-03451,Applied,Resume Screen,2025-05-30,rejected,,,
EVT-11928,APP-03452,Applied,Applied,2025-06-26,advanced,,,
EVT-11929,APP-03452,Applied,Resume Screen,2025-06-29,rejected,Salary expectation out of range,,
EVT-11930,APP-03453,Applied,Applied,2025-05-07,advanced,,,
EVT-11931,APP-03453,Applied,Resume Screen,2025-05-12,advanced,,,
EVT-11932,APP-03453,Resume Screen,Recruiter Screen,2025-05-14,advanced,,INT-001,
EVT-11933,APP-03453,Recruiter Screen,Hiring Manager Screen,2025-05-18,rejected,Preferred another candidate,,
EVT-11934,APP-03454,Applied,Applied,2024-07-11,advanced,,,
EVT-11935,APP-03454,Applied,Resume Screen,2024-07-15,advanced,,,
EVT-11936,APP-03454,Resume Screen,Recruiter Screen,2024-07-18,rejected,Skills mismatch,,
EVT-11937,APP-03455,Applied,Applied,2025-04-28,advanced,,,
EVT-11938,APP-03455,Applied,Resume Screen,2025-05-01,advanced,,,
EVT-11939,APP-03455,Resume Screen,Recruiter Screen,2025-05-03,advanced,,INT-014,
EVT-11940,APP-03455,Recruiter Screen,Hiring Manager Screen,2025-05-06,advanced,,INT-002,
EVT-11941,APP-03456,Applied,Applied,2024-08-25,advanced,,,
EVT-11942,APP-03456,Applied,Resume Screen,2024-08-30,rejected,Skills mismatch,,
EVT-11943,APP-03457,Applied,Applied,2025-06-03,advanced,,,
EVT-11944,APP-03457,Applied,Resume Screen,2025-06-07,advanced,,,
EVT-11945,APP-03457,CV Review,phone_screen,2025-06-12,rejected,,,
EVT-11946,APP-03458,Applied,Applied,2025-03-04,advanced,,,
EVT-11947,APP-03458,Applied,Resume Screen,2025-03-09,advanced,,,
EVT-11948,APP-03458,Resume Screen,Recruiter Screen,2025-03-15,rejected,,,
EVT-11949,APP-03459,Applied,Applied,2025-02-14,advanced,,,
EVT-11950,APP-03459,Applied,Resume Screen,2025-02-18,advanced,,,
EVT-11951,APP-03459,Resume Screen,Recruiter Screen,2025-02-21,rejected,,,
EVT-11952,APP-03460,Applied,Applied,2025-06-13,advanced,,,
EVT-11953,APP-03460,Applied,Resume Screen,2025-06-18,advanced,,,
EVT-11954,APP-03460,Resume Screen,Recruiter Screen,2025-06-23,rejected,Not enough experience,,
EVT-11955,APP-03461,Applied,Applied,06/24/2025,advanced,,,
EVT-11956,APP-03461,Applied,Resume Screen,2025-06-27,advanced,,,
EVT-11957,APP-03461,Resume Screen,Recruiter Screen,2025-07-01,rejected,,,
EVT-11958,APP-03462,Applied,Applied,2024-03-14,advanced,,,
EVT-11959,APP-03462,Applied,CV Screen,2024-03-17,advanced,,,
EVT-11960,APP-03462,Resume Screen,Recruiter Screen,2024-03-21,rejected,Skills mismatch,,
EVT-11961,APP-03463,Applied,Applied,2024-02-17,advanced,,,
EVT-11962,APP-03463,Applied,Resume Screen,2024-02-13,advanced,,,
EVT-11963,APP-03463,Resume Screen,Recruiter Screen,2024-03-05,advanced,,INT-031,
EVT-11964,APP-03463,recruiter_screen,HM Call,2024-03-01,advanced,,INT-009,
EVT-11965,APP-03463,Hiring Manager Screen,Technical Assessment,17/03/2024,rejected,Assessment quality below bar,,
EVT-11966,APP-03464,Applied,Applied,2024-01-23,advanced,,,
EVT-11967,APP-03464,Applied,Resume Screen,2024-01-28,advanced,,,
EVT-11968,APP-03464,Resume Screen,Recruiter Screen,2024-01-31,advanced,,INT-040,
EVT-11969,APP-03464,Recruiter Screen,Hiring Manager Screen,2024-02-08,advanced,,INT-018,
EVT-11970,APP-03465,Applied,Applied,2025-03-19,advanced,,,
EVT-11971,APP-03465,Applied,Resume Screen,2025-03-22,advanced,,,
EVT-11972,APP-03465,Resume Screen,Recruiter Screen,2025-03-27,rejected,,,
EVT-11973,APP-03466,Applied,Applied,2025-05-13,advanced,,,
EVT-11974,APP-03466,Applied,Resume Screen,2025-05-16,advanced,,,
EVT-11975,APP-03466,Resume Screen,Recruiter Screen,2025-05-21,rejected,Not enough experience,,
EVT-11976,APP-03467,Applied,Applied,2025-06-25,advanced,,,
EVT-11977,APP-03467,Applied,Resume Review,2025-06-27,advanced,,,
EVT-11978,APP-03467,Resume Screen,Recruiter Screen,2025-06-29,advanced,,INT-026,
EVT-11979,APP-03467,Recruiter Screen,Hiring Manager Screen,2025-07-01,rejected,Role requirements changed,,
EVT-11980,APP-03468,Applied,Applied,2025-06-18,advanced,,,
EVT-11981,APP-03468,Applied,Resume Screen,2025-06-23,advanced,,,
EVT-11982,APP-03468,Resume Screen,Recruiter Screen,2025-06-28,rejected,Skills mismatch,,
EVT-11983,APP-03469,Applied,Applied,2024-06-23,advanced,,,
EVT-11984,APP-03469,Applied,Resume Screen,2024-07-08,advanced,,,
EVT-11985,APP-03469,CV Screen,Recruiter Call,2024-06-28,advanced,,INT-037,
EVT-11986,APP-03469,Recruiter Screen,Hiring Manager Screen,2024-06-28,rejected,Role requirements changed,,
EVT-11987,APP-03470,Applied,Applied,2024-02-27,advanced,,,
EVT-11988,APP-03470,Applied,Resume Screen,2024-03-03,rejected,Location / visa mismatch,,
EVT-11989,APP-03471,Applied,Applied,2024-07-06,advanced,,,
EVT-11990,APP-03471,Applied,Resume Screen,2024-07-11,advanced,,,
EVT-11991,APP-03471,Resume Screen,Recruiter Screen,2024-07-14,advanced,,INT-030,
EVT-11992,APP-03471,Phone Interview,HM Screen,2024-07-18,rejected,Culture fit concern,,
EVT-11993,APP-03472,Applied,Applied,2025-06-28,advanced,,,
EVT-11994,APP-03472,Applied,Resume Screen,2025-06-30,rejected,,,
EVT-11995,APP-03473,Applied,Applied,2025-05-05,advanced,,,
EVT-11996,APP-03473,Applied,Resume Screen,2025-05-09,advanced,,,
EVT-11997,APP-03473,Resume Screen,Recruiter Screen,2025-05-13,advanced,,INT-013,
EVT-11998,APP-03473,Recruiter Screen,Hiring Manager Screen,2025-05-18,rejected,Role requirements changed,,
EVT-11999,APP-03474,Applied,Applied,2025-06-12,advanced,,,
EVT-12000,APP-03474,Applied,Resume Screen,2025-06-15,rejected,,,
EVT-12001,APP-03475,Applied,Applied,2025-06-26,advanced,,,
EVT-12002,APP-03475,Applied,Resume Screen,2025-06-28,advanced,,,
EVT-12003,APP-03475,Resume Screen,Recruiter Screen,2025-07-01,advanced,,INT-019,
EVT-12004,APP-03475,Recruiter Screen,Hiring Manager Screen,2025-06-29,advanced,,INT-017,
EVT-12005,APP-03475,Hiring Manager Screen,Technical Assessment,2025-06-30,withdrawn,Accepted another offer,,
EVT-12006,APP-03476,Applied,Applied,2025-02-18,advanced,,,
EVT-12007,APP-03476,Applied,Resume Screen,2025-02-22,advanced,,,
EVT-12008,APP-03476,Resume Screen,Recruiter Screen,2025-02-26,advanced,,INT-035,
EVT-12009,APP-03476,Recruiter Screen,Hiring Manager Screen,2025-03-06,advanced,,INT-031,
EVT-12010,APP-03476,Hiring Manager Screen,Final Panel Interview,03/15/2025,advanced,,INT-021,
EVT-12011,APP-03476,Final Panel Interview,Reference Check,2025-03-21,advanced,,INT-030,
EVT-12012,APP-03476,Reference Check,Offer,2025-03-26,withdrawn,Accepted another offer,,
EVT-12013,APP-03477,Applied,Applied,2025-06-11,advanced,,,
EVT-12014,APP-03477,Applied,Resume Screen,2025-06-16,rejected,Location / visa mismatch,,
EVT-12015,APP-03478,Applied,Applied,2025-02-20,advanced,,,
EVT-12016,APP-03478,Applied,Resume Screen,2025-02-25,advanced,,,
EVT-12017,APP-03478,Resume Screen,Recruiter Screen,2025-02-27,advanced,,INT-035,
EVT-12018,APP-03478,Recruiter Screen,Hiring Manager Screen,2025-03-05,advanced,,INT-028,
EVT-12019,APP-03478,Hiring Manager Screen,Technical Assessment,2025-03-15,withdrawn,Personal reasons,,
EVT-12020,APP-03479,Applied,Applied,2024-11-02,advanced,,,
EVT-12021,APP-03479,Applied,Resume Screen,2024-11-05,advanced,,,
EVT-12022,APP-03479,Resume Screen,Recruiter Screen,2024-11-11,rejected,,,
EVT-12023,APP-03480,Applied,Applied,2025-06-10,advanced,,,
EVT-12024,APP-03480,Applied,Resume Screen,2025-06-13,advanced,,,
EVT-12025,APP-03480,CV Review,phone_screen,2025-06-15,advanced,,INT-028,
EVT-12026,APP-03480,Recruiter Screen,Hiring Manager Screen,2025-06-22,rejected,Technical skills below bar,,
EVT-12027,APP-03481,Applied,Applied,2025-06-07,advanced,,,
EVT-12028,APP-03481,Applied,CV Review,2025-06-11,advanced,,,
EVT-12029,APP-03481,Resume Screen,Recruiter Screen,2025-06-17,advanced,,INT-007,
EVT-12030,APP-03481,Recruiter Screen,Hiring Manager Screen,2025-06-20,advanced,,INT-010,
EVT-12031,APP-03481,Manager Screen,Tech Assessment,2025-06-29,rejected,Assessment quality below bar,,
EVT-12032,APP-03482,Applied,Applied,2024-02-11,advanced,,,
EVT-12033,APP-03482,Applied,Resume Screen,2024-02-13,advanced,,,
EVT-12034,APP-03482,Resume Screen,Recruiter Screen,2024-02-18,advanced,,INT-036,
EVT-12035,APP-03482,Recruiter Screen,Hiring Manager Screen,2024-02-24,rejected,,,
EVT-12036,APP-03483,Applied,Applied,2025-05-13,advanced,,,
EVT-12037,APP-03483,Applied,Resume Screen,2025-05-16,advanced,,,
EVT-12038,APP-03483,resume_screen,recruiter_screen,2025-05-18,advanced,,INT-006,
EVT-12039,APP-03483,Recruiter Screen,Hiring Manager Screen,2025-05-24,advanced,,INT-034,
EVT-12040,APP-03484,Applied,Applied,2025-06-18,advanced,,,
EVT-12041,APP-03484,Applied,Resume Screen,2025-06-23,rejected,,,
EVT-12042,APP-03485,Applied,Applied,2025-06-13,advanced,,,
EVT-12043,APP-03485,Applied,Resume Screen,2025-06-16,rejected,Skills mismatch,,
EVT-12044,APP-03486,Applied,Applied,2024-11-20,advanced,,,
EVT-12045,APP-03486,Applied,Resume Screen,2024-11-22,advanced,,,
EVT-12046,APP-03486,Resume Screen,Recruiter Screen,2024-11-25,advanced,,INT-033,
EVT-12047,APP-03486,Recruiter Screen,Hiring Manager Screen,2024-11-28,rejected,Role requirements changed,,
EVT-12048,APP-03487,Applied,Applied,2025-06-10,advanced,,,
EVT-12049,APP-03487,Applied,Resume Screen,2025-06-14,advanced,,,
EVT-12050,APP-03487,Resume Screen,Recruiter Screen,2025-06-20,advanced,,INT-017,
EVT-12051,APP-03487,Recruiter Screen,Hiring Manager Screen,2025-06-23,rejected,Culture fit concern,,
EVT-12052,APP-03488,Applied,Applied,2024-06-03,advanced,,,
EVT-12053,APP-03488,Applied,Resume Screen,2024-05-31,rejected,,,
EVT-12054,APP-03489,Applied,Applied,2025-05-12,advanced,,,
EVT-12055,APP-03489,Applied,Resume Screen,2025-05-14,advanced,,,
EVT-12056,APP-03489,Resume Review,PHONE SCREEN,2025-05-15,rejected,Skills mismatch,,
EVT-12057,APP-03490,Applied,Applied,2025-01-18,advanced,,,
EVT-12058,APP-03490,Applied,Resume Screen,2025-01-21,rejected,,,
EVT-12059,APP-03491,Applied,Applied,2024-08-02,advanced,,,
EVT-12060,APP-03491,Applied,Resume Review,2024-08-06,advanced,,,
EVT-12061,APP-03491,Resume Screen,Recruiter Screen,2024-08-12,rejected,,,
EVT-12062,APP-03492,Applied,Applied,2024-02-26,advanced,,,
EVT-12063,APP-03492,Applied,resume_screen,2024-03-02,advanced,,,
EVT-12064,APP-03492,Resume Screen,Recruiter Screen,2024-03-05,rejected,Not enough experience,,
EVT-12065,APP-03493,Applied,Applied,2025-05-12,advanced,,,
EVT-12066,APP-03493,Applied,Resume Screen,2025-05-14,rejected,Location / visa mismatch,,
EVT-12067,APP-03494,Applied,Applied,2025-05-02,advanced,,,
EVT-12068,APP-03494,Applied,Resume Screen,2025-05-05,advanced,,,
EVT-12069,APP-03494,Resume Screen,Recruiter Screen,2025-05-07,rejected,Skills mismatch,,
EVT-12070,APP-03495,Applied,Applied,2025-04-21,advanced,,,
EVT-12071,APP-03495,Applied,Resume Screen,2025-04-26,advanced,,,
EVT-12072,APP-03495,Resume Screen,Recruiter Screen,2025-04-30,advanced,,INT-031,
EVT-12073,APP-03495,Recruiter Screen,Hiring Manager Screen,2025-05-06,rejected,Role requirements changed,,
EVT-12074,APP-03496,Applied,Applied,04/10/2025,advanced,,,
EVT-12075,APP-03496,Applied,Resume Screen,2025-04-15,advanced,,,
EVT-12076,APP-03496,Resume Screen,Recruiter Screen,2025-04-21,advanced,,INT-003,
EVT-12077,APP-03496,Recruiter Screen,Hiring Manager Screen,2025-04-24,advanced,,INT-029,
EVT-12078,APP-03496,Hiring Manager Screen,Final Panel Interview,2025-05-02,rejected,,,
EVT-12079,APP-03497,Applied,Applied,07/20/2024,advanced,,,
EVT-12080,APP-03497,Applied,Resume Screen,2024-07-23,advanced,,,
EVT-12081,APP-03497,Resume Screen,Recruiter Screen,2024-07-27,advanced,,INT-040,
EVT-12082,APP-03497,Recruiter Screen,Hiring Manager Screen,2024-07-30,rejected,Preferred another candidate,,
EVT-12083,APP-03498,Applied,Applied,2024-01-22,advanced,,,
EVT-12084,APP-03498,Applied,Resume Screen,2024-01-27,advanced,,,
EVT-12085,APP-03498,resume_screen,Phone Screen,2024-01-29,advanced,,INT-029,
EVT-12086,APP-03498,Recruiter Screen,Hiring Manager Screen,2024-02-03,advanced,,INT-026,
EVT-12087,APP-03498,Hiring Manager Screen,Technical Assessment,2024-02-08,advanced,,,
EVT-12088,APP-03498,Technical Assessment,Final Panel Interview,2024-02-20,rejected,,,
EVT-12089,APP-03499,Applied,Applied,2025-06-18,advanced,,,
EVT-12090,APP-03499,Applied,Resume Screen,2025-06-20,advanced,,,
EVT-12091,APP-03499,Resume Screen,Recruiter Screen,2025-06-25,rejected,Salary expectation out of range,,
EVT-12092,APP-03500,Applied,Applied,2025-05-04,advanced,,,
EVT-12093,APP-03500,Applied,Resume Screen,2025-05-07,advanced,,,
EVT-12094,APP-03500,Resume Screen,Recruiter Screen,2025-05-09,rejected,,,
EVT-12095,APP-03501,Applied,Applied,2025-05-25,advanced,,,
EVT-12096,APP-03501,Applied,CV Review,2025-05-30,advanced,,,
EVT-12097,APP-03501,Resume Screen,Recruiter Screen,2025-06-03,advanced,,INT-017,
EVT-12098,APP-03501,Recruiter Screen,Hiring Manager Screen,2025-06-09,advanced,,INT-024,
EVT-12099,APP-03502,Applied,Applied,2024-02-14,advanced,,,
EVT-12100,APP-03502,Applied,Resume Screen,2024-01-27,advanced,,,
EVT-12101,APP-03502,CV Screen,Phone Screen,2024-02-04,advanced,,INT-009,
EVT-12102,APP-03502,Recruiter Screen,Hiring Manager Screen,2024-02-23,rejected,Technical skills below bar,,
EVT-12103,APP-03503,Applied,Applied,2024-02-02,advanced,,,
EVT-12104,APP-03503,Applied,Resume Screen,2024-02-05,advanced,,,
EVT-12105,APP-03503,Resume Review,recruiter_screen,2024-02-10,advanced,,INT-017,
EVT-12106,APP-03503,Recruiter Screen,Hiring Manager Screen,2024-02-14,rejected,Communication skills,,
EVT-12107,APP-03504,Applied,Applied,2024-08-10,advanced,,,
EVT-12108,APP-03504,Applied,Resume Screen,2024-08-14,rejected,Location / visa mismatch,,
EVT-12109,APP-03505,Applied,Applied,2025-05-09,advanced,,,
EVT-12110,APP-03505,Applied,Resume Screen,2025-05-11,advanced,,,
EVT-12111,APP-03505,Resume Screen,Recruiter Screen,2025-05-15,advanced,,INT-038,
